K,alphap,meanE,varE,skewE,kurtE,class
0.07,1.413716694,15.96005398,1.774799242,-2.823675948,19.88682146,one
0.07,1.413716694,14.95167484,1.608150387,-1.24366561,10.32879465,one
0.07,1.413716694,13.88074092,1.64607375,-0.141806485,10.88617396,one
0.07,1.413716694,12.67848251,1.792042027,0.316098266,21.2495973,one
0.07,1.413716694,11.47354513,1.889341462,1.627818982,33.95361958,one
0.07,1.413716694,9.952169078,2.131564422,4.71517268,39.94098428,one
0.07,1.413716694,8.156921952,3.304475879,4.052936146,35.00526747,one
0.07,1.413716694,5.831781132,4.183622176,5.994307743,44.66163575,one
0.07,1.413716694,3.039543113,6.602578807,5.825322501,39.00651451,one
0.07,1.413716694,1.267783711,10.01170461,4.800992443,27.64280133,one
0.07,1.413716694,4.747735338,8.481883406,3.471900823,18.7046756,one
0.07,1.413716694,10.59329298,2.051643881,7.561670226,64.54458733,one
0.07,1.413716694,11.56973452,1.763173693,7.862852804,69.60248969,one
0.07,1.413716694,12.17204548,1.644898029,7.981826777,71.78659542,one
0.07,1.413716694,12.62651373,1.586643981,8.018837902,72.5707734,one
0.07,1.413716694,13.00756567,1.556720527,8.004878875,72.44902929,one
0.07,1.413716694,13.3492033,1.541582884,7.955257412,71.68028272,one
0.07,1.413716694,13.66956543,1.534176593,7.878980169,70.4278471,one
0.07,1.413716694,13.97961131,1.530228949,7.782159915,68.80768037,one
0.07,1.413716694,14.28586913,1.527068652,7.668670152,66.90120487,one
0.07,1.413716694,14.59305808,1.52260665,7.541818027,64.77802058,one
0.07,1.413716694,14.90410282,1.515346052,7.403889406,62.49057344,one
0.07,1.413716694,15.220823,1.504259061,7.256037153,60.07313858,one
0.07,1.413716694,15.54442376,1.488582395,7.098704357,57.54820836,one
0.07,1.413716694,15.97402288,1.447116107,6.838220541,54.22246012,one
0.07,1.413716694,17.91998782,5.058118136,1.005938342,3.257319069,one
0.07,1.413716694,21.07510286,19.6559526,0.393184825,1.637621385,one
0.07,1.413716694,21.57764123,25.55909674,0.532995675,1.682983544,one
0.07,1.413716694,22.03466556,25.69048867,0.834946839,2.440212532,one
0.07,1.413716694,22.51680564,37.18574781,0.837927161,2.07385662,one
0.07,1.413716694,23.37950581,43.06987367,0.878821916,2.219706774,one
0.07,1.413716694,25.427985,54.42633404,0.58093561,1.784742731,one
0.07,1.413716694,26.53552152,63.49942676,0.529382499,1.732089102,one
0.07,1.413716694,29.98842737,75.74392854,0.097810676,1.427988318,one
0.07,1.413716694,29.71354878,85.54087154,0.269624322,1.48765926,one
0.07,1.413716694,31.77026323,108.6813546,0.198082055,1.39373503,one
0.07,1.413716694,32.95429678,121.8022294,0.183858937,1.400416704,one
0.07,1.413716694,35.14084124,128.5302812,0.057697174,1.490155793,one
0.07,1.413716694,36.36516716,147.914495,0.10862358,1.523113478,one
0.07,1.413716694,38.86452884,184.5162519,0.095109358,1.471230238,one
0.07,1.413716694,40.25235034,188.4762472,0.061405586,1.504174364,one
0.07,1.413716694,42.89059185,198.5289704,-0.120401504,1.521389628,one
0.07,1.413716694,45.67677857,223.4538495,-0.208166615,1.552138718,one
0.07,1.413716694,48.06315936,241.8425128,-0.314966053,1.613044196,one
0.07,1.413716694,50.08647071,258.2529029,-0.338773706,1.699790618,one
0.07,1.413716694,51.43312745,271.01312,-0.353978111,1.74691091,one
0.07,1.413716694,52.7029711,269.2206917,-0.444173647,1.826306134,one
0.07,1.413716694,53.08866668,269.5876623,-0.371881768,1.955907881,one
0.07,1.413716694,54.90321009,286.4199984,-0.397837192,2.105898907,one
0.07,1.413716694,55.10070069,258.5705527,-0.514911386,2.451326283,one
0.07,1.413716694,54.89856593,214.0712906,-0.891136129,2.976761462,one
0.07,1.413716694,54.17090684,170.8144405,-1.406931302,3.818175014,one
0.07,1.413716694,55.40433823,177.1434314,-1.585682415,4.109911878,one
0.07,1.413716694,55.56643267,175.4836785,-1.670518866,4.282167174,one
0.07,1.413716694,56.12834749,185.06619,-1.634749217,4.195316786,one
0.07,1.413716694,55.78547099,181.1038395,-1.662912477,4.242674464,one
0.07,1.413716694,54.60830953,166.5472834,-1.717267094,4.364949125,one
0.07,1.413716694,53.67375521,157.3809104,-1.738031517,4.393818079,one
0.07,1.413716694,52.85541025,151.7515609,-1.712099266,4.340106198,one
0.07,1.413716694,51.42970371,138.0307279,-1.738713735,4.407741383,one
0.07,1.413716694,49.73194095,122.6447167,-1.764180355,4.484338956,one
0.07,1.413716694,48.74432574,117.6981327,-1.703238741,4.366781335,one
0.07,1.413716694,47.34375517,106.9037363,-1.721367791,4.413147818,one
0.07,1.413716694,45.69234049,94.43002658,-1.747216636,4.495176147,one
0.07,1.413716694,43.94734387,82.29669971,-1.768478643,4.577784626,one
0.07,1.413716694,42.59955768,75.1539543,-1.735710779,4.537369921,one
0.07,1.413716694,41.09600339,66.25364494,-1.761146313,4.618953351,one
0.07,1.413716694,39.49004777,57.05172846,-1.804561591,4.755595358,one
0.07,1.413716694,37.88638981,49.14976743,-1.804390689,4.823456906,one
0.07,1.413716694,36.63521757,43.96577784,-1.794459504,4.83574362,one
0.07,1.413716694,35.29386185,38.40823569,-1.79660368,4.893501675,one
0.07,1.413716694,33.81749713,32.13532054,-1.849239768,5.083094593,one
0.07,1.413716694,32.45040983,27.33614124,-1.844656273,5.143643307,one
0.07,1.413716694,31.28002632,23.79777548,-1.830149085,5.140368601,one
0.07,1.413716694,30.08194818,20.18995135,-1.858689811,5.222833145,one
0.07,1.413716694,28.97298173,17.43867424,-1.835261002,5.17406513,one
0.07,1.413716694,28.11633151,16.03499702,-1.74667582,4.89559435,one
0.07,1.413716694,27.28169365,14.77957432,-1.660001929,4.626064601,one
0.07,1.413716694,26.40539615,13.48790518,-1.571871058,4.370084556,one
0.07,1.413716694,25.30171782,11.55152307,-1.493387514,4.190597573,one
0.07,1.413716694,24.3114922,9.912943141,-1.505112982,4.127210479,one
0.07,1.413716694,23.33686718,8.519814695,-1.501479769,4.007377685,one
0.07,1.413716694,22.62568759,8.537842575,-1.181166153,3.416686535,one
0.07,1.413716694,21.81026499,6.894435782,-1.260996059,3.997045802,one
0.07,1.413716694,21.00180586,5.183543358,-1.647893391,5.632398926,one
0.07,1.413716694,20.30940777,4.432725008,-1.866616262,7.27991302,one
0.07,1.413716694,19.40602069,3.357311875,-2.516149588,11.86019696,one
0.07,1.413716694,18.69450297,3.061656732,-2.972939332,16.69464658,one
0.07,1.413716694,17.86520374,2.681311143,-3.731047252,24.80157609,one
0.07,1.413716694,16.89891981,2.114402175,-4.09036303,30.59288325,one
0.07,1.413716694,15.96005398,1.774799242,-2.823675948,19.88682146,one
0.07,1.413716694,14.95167484,1.608150387,-1.24366561,10.32879465,one
0.07,1.413716694,13.88074093,1.646073744,-0.141806504,10.88617404,one
0.07,1.413716694,12.6784825,1.792042022,0.31609828,21.24959741,one
0.07,1.413716694,11.47354513,1.889341462,1.627818982,33.95361958,one
0.07,1.413716694,9.952169098,2.131564419,4.71517265,39.94098413,one
0.07,1.413716694,8.156921952,3.304475879,4.052936146,35.00526747,one
0.07,1.413716694,5.831781132,4.183622176,5.994307743,44.66163575,one
0.07,1.413716694,3.039543106,6.60257881,5.825322505,39.00651453,one
0.07,1.413716694,1.267783695,10.01170464,4.800992438,27.64280128,one
0.07,1.413716694,4.747735338,8.481883406,3.471900823,18.7046756,one
0.07,1.413716694,10.59329294,2.051643897,7.561670205,64.54458702,one
0.07,1.413716694,11.56973452,1.763173693,7.862852804,69.60248969,one
0.07,1.413716694,12.17204548,1.644898029,7.981826777,71.78659542,one
0.07,1.413716694,12.62651373,1.586643981,8.018837902,72.5707734,one
0.07,1.413716694,13.00756567,1.556720527,8.004878875,72.44902929,one
0.07,1.413716694,13.3492033,1.541582884,7.955257412,71.68028272,one
0.07,1.413716694,13.66956543,1.534176593,7.878980169,70.4278471,one
0.07,1.413716694,13.97961131,1.530228949,7.782159915,68.80768037,one
0.07,1.413716694,14.28586913,1.527068652,7.668670152,66.90120487,one
0.07,1.413716694,14.59305808,1.52260665,7.541818027,64.77802058,one
0.07,1.413716694,14.90410282,1.515346052,7.403889406,62.49057344,one
0.07,1.413716694,15.220823,1.504259061,7.256037153,60.07313858,one
0.07,1.413716694,15.54442376,1.488582395,7.098704357,57.54820836,one
0.07,1.413716694,15.97402288,1.447116107,6.838220541,54.22246012,one
0.07,1.413716694,17.91998782,5.058118136,1.005938342,3.257319069,one
0.07,1.413716694,21.07510286,19.6559526,0.393184825,1.637621385,one
0.07,1.413716694,21.57764123,25.55909674,0.532995675,1.682983544,one
0.07,1.413716694,22.03466556,25.69048867,0.834946839,2.440212532,one
0.07,1.413716694,22.51680564,37.18574781,0.837927161,2.07385662,one
0.07,1.413716694,23.37950581,43.06987367,0.878821916,2.219706774,one
0.07,1.413716694,25.427985,54.42633404,0.58093561,1.784742731,one
0.07,1.413716694,26.53552152,63.49942676,0.529382499,1.732089102,one
0.07,1.413716694,29.98842737,75.74392854,0.097810676,1.427988318,one
0.07,1.413716694,29.71354878,85.54087154,0.269624322,1.48765926,one
0.07,1.413716694,31.77026323,108.6813546,0.198082055,1.39373503,one
0.07,1.413716694,32.95429678,121.8022294,0.183858937,1.400416704,one
0.07,1.413716694,35.14084124,128.5302812,0.057697174,1.490155793,one
0.07,1.413716694,36.36516716,147.914495,0.10862358,1.523113478,one
0.07,1.413716694,38.86452884,184.5162519,0.095109358,1.471230238,one
0.07,1.413716694,40.25235034,188.4762472,0.061405586,1.504174364,one
0.07,1.413716694,42.89059185,198.5289704,-0.120401504,1.521389628,one
0.07,1.413716694,45.67677857,223.4538495,-0.208166615,1.552138718,one
0.07,1.413716694,48.06315936,241.8425128,-0.314966053,1.613044196,one
0.07,1.413716694,50.08647071,258.2529029,-0.338773706,1.699790618,one
0.07,1.413716694,51.43312745,271.01312,-0.353978111,1.74691091,one
0.07,1.413716694,52.7029711,269.2206917,-0.444173647,1.826306134,one
0.07,1.413716694,53.08866668,269.5876623,-0.371881768,1.955907881,one
0.07,1.413716694,54.90321009,286.4199984,-0.397837192,2.105898907,one
0.07,1.413716694,55.10070069,258.5705527,-0.514911386,2.451326283,one
0.07,1.413716694,54.89856593,214.0712906,-0.891136129,2.976761462,one
0.07,1.413716694,54.17090684,170.8144405,-1.406931302,3.818175014,one
0.07,1.413716694,55.40433823,177.1434314,-1.585682415,4.109911878,one
0.07,1.413716694,55.56643267,175.4836785,-1.670518866,4.282167174,one
0.07,1.413716694,56.12834749,185.06619,-1.634749217,4.195316786,one
0.07,1.413716694,55.78547099,181.1038395,-1.662912477,4.242674464,one
0.07,1.413716694,54.60830953,166.5472834,-1.717267094,4.364949125,one
0.07,1.413716694,53.67375521,157.3809104,-1.738031517,4.393818079,one
0.07,1.413716694,52.85541025,151.7515609,-1.712099266,4.340106198,one
0.07,1.413716694,51.42970371,138.0307279,-1.738713735,4.407741383,one
0.07,1.413716694,49.73194095,122.6447167,-1.764180355,4.484338956,one
0.07,1.413716694,48.74432574,117.6981327,-1.703238741,4.366781335,one
0.07,1.413716694,47.34375517,106.9037363,-1.721367791,4.413147818,one
0.07,1.413716694,45.69234049,94.43002658,-1.747216636,4.495176147,one
0.07,1.413716694,43.94734387,82.29669971,-1.768478643,4.577784626,one
0.08,1.413716694,44.09966992,82.94498403,-1.782285316,4.620623632,one
0.08,1.413716694,42.70746573,75.20278947,-1.76407665,4.606469277,one
0.08,1.413716694,41.22440636,67.10732027,-1.749664519,4.618097579,one
0.08,1.413716694,39.5562081,57.11343341,-1.816859387,4.798533211,one
0.08,1.413716694,37.9918976,49.80607051,-1.787881181,4.805019534,one
0.08,1.413716694,36.64557402,43.73612788,-1.805405372,4.877320486,one
0.08,1.413716694,35.32176531,38.18898643,-1.819912015,4.951782882,one
0.08,1.413716694,33.88978706,32.2418219,-1.863197194,5.112439809,one
0.08,1.413716694,32.465229,27.26393296,-1.844802158,5.155613706,one
0.08,1.413716694,31.25734638,23.46459769,-1.84942084,5.199620543,one
0.08,1.413716694,30.13660326,20.32860928,-1.849004829,5.202587241,one
0.08,1.413716694,28.96892039,17.24295854,-1.851804702,5.228668434,one
0.08,1.413716694,28.15582422,16.14237707,-1.725423255,4.869332786,one
0.08,1.413716694,27.32146223,14.90352237,-1.631734824,4.598458555,one
0.08,1.413716694,26.42617577,13.45736228,-1.567479065,4.394762508,one
0.08,1.413716694,25.28068841,11.32252305,-1.511834452,4.267647591,one
0.08,1.413716694,24.30679236,9.726370613,-1.527046991,4.212863554,one
0.08,1.413716694,23.42604799,8.956179769,-1.370673087,3.791777051,one
0.08,1.413716694,22.71681929,8.474096219,-1.226796698,3.5479247,one
0.08,1.413716694,21.84294817,6.774682422,-1.289170269,4.076473603,one
0.08,1.413716694,21.02168736,5.097177398,-1.654757006,5.666997783,one
0.08,1.413716694,20.33042722,4.371258318,-1.852964435,7.221286792,one
0.08,1.413716694,19.44290486,3.357539142,-2.428390164,11.37134525,one
0.08,1.413716694,18.68860189,2.963202286,-2.943616254,16.48229062,one
0.08,1.413716694,17.86640262,2.633818348,-3.635877673,24.02913109,one
0.08,1.413716694,16.85762782,2.037114142,-4.360798839,33.11328015,one
0.08,1.413716694,15.96548465,1.773600001,-3.051822118,22.08776443,one
0.08,1.413716694,14.96079129,1.5940792,-1.372782091,11.42941201,one
0.08,1.413716694,13.89005531,1.622446766,-0.129318645,10.93842216,one
0.08,1.413716694,12.74074174,1.868910734,0.342853274,18.30051407,one
0.08,1.413716694,11.4905678,1.909156021,1.462287897,33.64229231,one
0.08,1.413716694,9.98311044,2.112496145,4.682869215,40.30583934,one
0.08,1.413716694,8.181854467,3.128009438,4.551568449,37.94161258,one
0.08,1.413716694,6.030066019,4.031142774,6.045092405,45.37320796,one
0.08,1.413716694,3.566236922,6.06828298,5.923424823,40.53690006,one
0.08,1.413716694,2.410081101,8.229186509,5.136519366,31.3859996,one
0.08,1.413716694,6.255003844,5.266057719,4.94534615,32.23196036,one
0.08,1.413716694,10.47741413,2.088617801,7.556720812,64.42554198,one
0.08,1.413716694,11.48231821,1.785786848,7.866226699,69.62392258,one
0.08,1.413716694,12.10193829,1.659935118,7.992485797,71.93993005,one
0.08,1.413716694,12.56754998,1.597035251,8.035269952,72.83224703,one
0.08,1.413716694,12.95620171,1.56395836,8.025907479,72.79764277,one
0.08,1.413716694,13.30322726,1.546590509,7.979674771,72.09374458,one
0.08,1.413716694,13.6276028,1.537548305,7.905814741,70.88686679,one
0.08,1.413716694,13.94069854,1.532414051,7.810548086,69.29472677,one
0.08,1.413716694,14.24946615,1.528401234,7.697824204,67.40028726,one
0.08,1.413716694,14.55883807,1.523351464,7.571144562,65.27632392,one
0.08,1.413716694,14.87193778,1.515741724,7.432753742,62.97557345,one
0.08,1.413716694,15.19079327,1.504452689,7.284102476,60.53717978,one
0.08,1.413716694,15.52049089,1.48698686,7.129069131,58.03010755,one
0.08,1.413716694,16.38276494,1.905124888,4.082241078,26.56702057,one
0.08,1.413716694,19.20656539,12.28313515,0.770359327,2.265595435,one
0.08,1.413716694,21.02199331,21.31256076,0.471055296,1.640357901,one
0.08,1.413716694,20.9731392,23.45775558,0.945541947,2.494879385,one
0.08,1.413716694,21.88598767,32.41382429,0.748029915,1.907869452,one
0.08,1.413716694,23.00302077,34.26041802,0.766880082,2.23691516,one
0.08,1.413716694,23.60148554,43.23838694,0.838206865,2.199201083,one
0.08,1.413716694,25.2021854,52.9436462,0.619010803,1.86536913,one
0.08,1.413716694,28.6943556,55.56376892,0.02617645,1.484154791,one
0.08,1.413716694,28.02750249,74.85708445,0.414746745,1.592737702,one
0.08,1.413716694,29.53656005,88.02102081,0.404519044,1.655850739,one
0.08,1.413716694,31.68763569,109.8157255,0.223606864,1.408319619,one
0.08,1.413716694,32.647629,119.8306653,0.247176134,1.486716045,one
0.08,1.413716694,34.5143032,121.9755019,0.311142146,1.746870181,one
0.08,1.413716694,36.8476084,152.9361721,0.099373395,1.527161286,one
0.08,1.413716694,39.07451886,189.6872525,0.135878332,1.493728843,one
0.08,1.413716694,39.61191673,185.1348043,0.18836117,1.560110878,one
0.08,1.413716694,43.27481387,209.968603,-0.068436403,1.504281567,one
0.08,1.413716694,45.18084385,223.6156345,-0.101879693,1.542148349,one
0.08,1.413716694,48.90434252,257.3595952,-0.313984417,1.60417982,one
0.08,1.413716694,50.56399452,264.2806951,-0.354952047,1.713324004,one
0.08,1.413716694,51.43154514,272.9581855,-0.340098086,1.715022782,one
0.08,1.413716694,53.42221775,280.6724568,-0.44302595,1.836224478,one
0.08,1.413716694,54.39668447,293.0974935,-0.3863119,1.935807308,one
0.08,1.413716694,55.29607582,292.4653555,-0.395326535,2.117846945,one
0.08,1.413716694,55.8393678,270.3666844,-0.514751756,2.442970332,one
0.08,1.413716694,54.9325567,209.8372723,-0.901255792,3.102078442,one
0.08,1.413716694,54.63787359,175.6366693,-1.407434288,3.818068996,one
0.08,1.413716694,56.05461873,184.9322188,-1.569035185,4.081384001,one
0.08,1.413716694,56.40905019,184.6577368,-1.668312862,4.286832689,one
0.08,1.413716694,56.41126927,186.7015887,-1.655662584,4.237459584,one
0.08,1.413716694,56.39492418,188.8228082,-1.641411072,4.199314488,one
0.08,1.413716694,55.26729333,174.1308753,-1.70147993,4.337779008,one
0.08,1.413716694,53.7320396,156.0269252,-1.770222195,4.476865759,one
0.08,1.413716694,53.40310999,158.5872486,-1.67644524,4.281723229,one
0.08,1.413716694,51.86020402,142.0144558,-1.73820745,4.414318239,one
0.08,1.413716694,50.11542179,126.2763546,-1.754376116,4.471625887,one
0.08,1.413716694,48.8402753,116.9619666,-1.744459562,4.462569554,one
0.08,1.413716694,47.46539701,107.3749031,-1.729605278,4.450875004,one
0.08,1.413716694,45.92548028,95.83615025,-1.758787185,4.528864461,one
0.08,1.413716694,44.09966992,82.94498402,-1.782285316,4.620623632,one
0.08,1.413716694,42.70746573,75.20278947,-1.76407665,4.606469277,one
0.08,1.413716694,41.22440636,67.10732027,-1.749664519,4.618097579,one
0.08,1.413716694,39.5562081,57.11343341,-1.816859387,4.798533211,one
0.08,1.413716694,37.9918976,49.80607051,-1.787881181,4.805019534,one
0.08,1.413716694,36.64557402,43.73612789,-1.805405372,4.877320486,one
0.08,1.413716694,35.32176531,38.18898643,-1.819912015,4.951782882,one
0.08,1.413716694,33.88978706,32.24182191,-1.863197194,5.112439809,one
0.08,1.413716694,32.465229,27.26393296,-1.844802158,5.155613706,one
0.08,1.413716694,31.25734638,23.46459768,-1.84942084,5.199620544,one
0.08,1.413716694,30.13660327,20.32860928,-1.849004829,5.202587241,one
0.08,1.413716694,28.96892039,17.24295854,-1.851804702,5.228668434,one
0.08,1.413716694,28.15582422,16.14237707,-1.725423255,4.869332786,one
0.08,1.413716694,27.32146223,14.90352237,-1.631734824,4.598458555,one
0.08,1.413716694,26.42617577,13.45736227,-1.567479065,4.394762508,one
0.08,1.413716694,25.28068841,11.32252305,-1.511834452,4.267647591,one
0.08,1.413716694,24.30679236,9.726370612,-1.527046992,4.212863555,one
0.08,1.413716694,23.42604799,8.956179769,-1.370673087,3.791777051,one
0.08,1.413716694,22.71681929,8.474096219,-1.226796698,3.5479247,one
0.08,1.413716694,21.84294817,6.774682422,-1.289170269,4.076473603,one
0.08,1.413716694,21.02168736,5.097177398,-1.654757006,5.666997783,one
0.08,1.413716694,20.33042722,4.371258317,-1.852964435,7.221286793,one
0.08,1.413716694,19.44290486,3.357539139,-2.428390166,11.37134526,one
0.08,1.413716694,18.68860189,2.963202286,-2.943616254,16.48229062,one
0.08,1.413716694,17.86640262,2.633818348,-3.635877673,24.02913109,one
0.08,1.413716694,16.85762782,2.037114142,-4.36079884,33.11328016,one
0.08,1.413716694,15.96548464,1.7736,-3.05182212,22.08776445,one
0.08,1.413716694,14.96079129,1.594079199,-1.372782091,11.42941201,one
0.08,1.413716694,13.89005531,1.62244676,-0.129318639,10.93842224,one
0.08,1.413716694,12.74074173,1.868910711,0.342853299,18.30051453,one
0.08,1.413716694,11.4905678,1.909156021,1.462287897,33.64229231,one
0.08,1.413716694,9.983110474,2.112496152,4.682869118,40.3058386,one
0.08,1.413716694,8.181854467,3.128009438,4.551568449,37.94161258,one
0.08,1.413716694,6.030066019,4.031142774,6.045092405,45.37320796,one
0.08,1.413716694,3.566236922,6.06828298,5.923424823,40.53690006,one
0.08,1.413716694,2.410081101,8.229186509,5.136519366,31.3859996,one
0.08,1.413716694,6.255003844,5.266057719,4.94534615,32.23196036,one
0.08,1.413716694,10.47741413,2.088617801,7.556720812,64.42554198,one
0.08,1.413716694,11.48231821,1.785786848,7.866226699,69.62392258,one
0.08,1.413716694,12.10193829,1.659935118,7.992485797,71.93993005,one
0.08,1.413716694,12.56754998,1.597035251,8.035269952,72.83224703,one
0.08,1.413716694,12.95620171,1.56395836,8.025907479,72.79764277,one
0.08,1.413716694,13.30322726,1.546590509,7.979674771,72.09374458,one
0.08,1.413716694,13.6276028,1.537548305,7.905814741,70.88686679,one
0.08,1.413716694,13.94069854,1.532414051,7.810548086,69.29472677,one
0.08,1.413716694,14.24946615,1.528401234,7.697824204,67.40028726,one
0.08,1.413716694,14.55883807,1.523351464,7.571144562,65.27632392,one
0.08,1.413716694,14.87193778,1.515741724,7.432753742,62.97557345,one
0.08,1.413716694,15.19079327,1.504452689,7.284102476,60.53717978,one
0.08,1.413716694,15.52049089,1.48698686,7.129069131,58.03010755,one
0.08,1.413716694,16.38276494,1.905124888,4.082241078,26.56702057,one
0.08,1.413716694,19.20656539,12.28313515,0.770359327,2.265595435,one
0.08,1.413716694,21.02199331,21.31256076,0.471055296,1.640357901,one
0.08,1.413716694,20.9731392,23.45775558,0.945541947,2.494879385,one
0.08,1.413716694,21.88598767,32.41382429,0.748029915,1.907869452,one
0.08,1.413716694,23.00302077,34.26041802,0.766880082,2.23691516,one
0.08,1.413716694,23.60148554,43.23838694,0.838206865,2.199201083,one
0.08,1.413716694,25.2021854,52.9436462,0.619010803,1.86536913,one
0.08,1.413716694,28.6943556,55.56376892,0.02617645,1.484154791,one
0.08,1.413716694,28.02750249,74.85708445,0.414746745,1.592737702,one
0.08,1.413716694,29.53656005,88.02102081,0.404519044,1.655850739,one
0.08,1.413716694,31.68763569,109.8157255,0.223606864,1.408319619,one
0.08,1.413716694,32.647629,119.8306653,0.247176134,1.486716045,one
0.08,1.413716694,34.5143032,121.9755019,0.311142146,1.746870181,one
0.08,1.413716694,36.8476084,152.9361721,0.099373395,1.527161286,one
0.08,1.413716694,39.07451886,189.6872525,0.135878332,1.493728843,one
0.08,1.413716694,39.61191673,185.1348043,0.18836117,1.560110878,one
0.08,1.413716694,43.27481387,209.968603,-0.068436403,1.504281567,one
0.08,1.413716694,45.18084385,223.6156345,-0.101879693,1.542148349,one
0.08,1.413716694,48.90434252,257.3595952,-0.313984417,1.60417982,one
0.08,1.413716694,50.56399452,264.2806951,-0.354952047,1.713324004,one
0.08,1.413716694,51.43154514,272.9581855,-0.340098086,1.715022782,one
0.08,1.413716694,53.42221775,280.6724568,-0.44302595,1.836224478,one
0.08,1.413716694,54.39668447,293.0974935,-0.3863119,1.935807308,one
0.08,1.413716694,55.29607582,292.4653555,-0.395326535,2.117846945,one
0.08,1.413716694,55.8393678,270.3666844,-0.514751756,2.442970332,one
0.08,1.413716694,54.9325567,209.8372723,-0.901255792,3.102078442,one
0.08,1.413716694,54.63787359,175.6366693,-1.407434288,3.818068996,one
0.08,1.413716694,56.05461873,184.9322188,-1.569035185,4.081384001,one
0.08,1.413716694,56.40905019,184.6577368,-1.668312862,4.286832689,one
0.08,1.413716694,56.41126927,186.7015887,-1.655662584,4.237459584,one
0.08,1.413716694,56.39492418,188.8228082,-1.641411072,4.199314488,one
0.08,1.413716694,55.26729333,174.1308753,-1.70147993,4.337779008,one
0.08,1.413716694,53.7320396,156.0269252,-1.770222195,4.476865759,one
0.08,1.413716694,53.40310999,158.5872486,-1.67644524,4.281723229,one
0.08,1.413716694,51.86020402,142.0144558,-1.73820745,4.414318239,one
0.08,1.413716694,50.11542179,126.2763546,-1.754376116,4.471625887,one
0.08,1.413716694,48.8402753,116.9619666,-1.744459562,4.462569554,one
0.08,1.413716694,47.46539701,107.3749031,-1.729605278,4.450875004,one
0.08,1.413716694,45.92548028,95.83615025,-1.758787185,4.528864461,one
0.08,1.413716694,44.09966992,82.94498403,-1.782285316,4.620623632,one
0.09,1.413716694,44.16462482,82.97552154,-1.790740842,4.662662125,two
0.09,1.413716694,42.83003753,75.60371796,-1.77845637,4.651676927,two
0.09,1.413716694,41.34503856,67.31186089,-1.77698032,4.680139304,two
0.09,1.413716694,39.69512604,58.05502996,-1.798655576,4.78134966,two
0.09,1.413716694,37.98719453,49.08162526,-1.831608684,4.911136737,two
0.09,1.413716694,36.72555889,44.32829808,-1.774876071,4.835609063,two
0.09,1.413716694,35.3421021,38.07470877,-1.826117214,4.981270375,two
0.09,1.413716694,33.9278533,32.18200705,-1.875801741,5.148913027,two
0.09,1.413716694,32.5101702,27.64955972,-1.791997032,5.068727706,two
0.09,1.413716694,31.25071152,23.31691884,-1.847651675,5.211318413,two
0.09,1.413716694,30.14019881,20.16826055,-1.859686613,5.240027066,two
0.09,1.413716694,29.04231989,17.92516554,-1.72692927,4.965748787,two
0.09,1.413716694,28.18538768,16.19683477,-1.708566101,4.852304553,two
0.09,1.413716694,27.35579155,14.99644174,-1.606811929,4.574442857,two
0.09,1.413716694,26.44835889,13.43321687,-1.560515226,4.415895746,two
0.09,1.413716694,25.24690304,11.02595224,-1.53959991,4.365190951,two
0.09,1.413716694,24.27572523,9.37871098,-1.584821219,4.363427463,two
0.09,1.413716694,23.33271851,8.349707646,-1.435886667,4.034458618,two
0.09,1.413716694,22.75910284,8.256542603,-1.280098882,3.710638579,two
