K,alphap,meanE,varE,skewE,kurtE
-0.04,1.413716694,13.43569161,1.580825866,0.6249904,16.93524153
-0.04,1.413716694,12.28147693,1.66761279,2.401052436,25.13423871
-0.04,1.413716694,11.13152005,1.948995424,3.696829822,33.03098606
-0.04,1.413716694,9.755997458,2.382846136,5.00681769,40.36738957
-0.04,1.413716694,8.16025159,3.165266079,5.686215555,42.51237793
-0.04,1.413716694,6.112111177,4.913726342,5.313442509,35.2097427
-0.04,1.413716694,3.81296122,9.859977426,3.648684028,17.99491341
-0.04,1.413716694,11.18379701,1.84249361,7.445529863,62.98398748
-0.04,1.413716694,12.10547822,1.583439952,7.78757319,68.50711122
-0.04,1.413716694,12.62044757,1.502310257,7.889934303,70.33001067
-0.04,1.413716694,13.00395863,1.471820701,7.909301757,70.75240538
-0.04,1.413716694,13.32813567,1.462890397,7.883140218,70.37544117
-0.04,1.413716694,13.62256024,1.46405765,7.827889733,69.47918616
-0.04,1.413716694,13.90209452,1.469552845,7.752258834,68.22158129
-0.04,1.413716694,14.17498816,1.475911176,7.661990154,66.71060723
-0.04,1.413716694,14.44623859,1.480803367,7.560864416,65.02103176
-0.04,1.413716694,14.71768997,1.483063501,7.450531534,63.19316532
-0.04,1.413716694,14.99215277,1.481127831,7.333173805,61.27192786
-0.04,1.413716694,15.27027667,1.474233373,7.209665256,59.28071627
-0.04,1.413716694,15.55233525,1.461773071,7.08067745,57.23853964
-0.04,1.413716694,15.83791389,1.44377146,6.944832337,55.13463343
-0.04,1.413716694,16.12701014,1.419900324,6.802198373,52.97860281
-0.04,1.413716694,16.41985691,1.389762034,6.653374008,50.78444058
-0.04,1.413716694,16.71546267,1.35388756,6.496161625,48.53230715
-0.04,1.413716694,17.0231452,1.307978178,6.337862996,46.32189225
-0.04,1.413716694,18.25353366,2.407358337,1.867836758,8.231842404
-0.04,1.413716694,20.92580197,10.04627559,0.254150292,1.537978134
-0.04,1.413716694,23.09927037,28.69576919,0.614459449,2.031250123
-0.04,1.413716694,23.03939469,37.06542011,0.929792226,2.410014756
-0.04,1.413716694,24.85823518,37.57690057,0.667459434,2.237888971
-0.04,1.413716694,25.19162859,50.04961876,0.794806184,2.188220368
-0.04,1.413716694,26.74688208,60.00384242,0.586484463,1.826119844
-0.04,1.413716694,27.43019165,71.26479171,0.628090858,1.888797368
-0.04,1.413716694,31.0302311,88.98899128,0.200662064,1.446020493
-0.04,1.413716694,30.96365496,95.92765002,0.362497958,1.642838777
-0.04,1.413716694,32.21877586,94.64931029,0.331397556,1.865409617
-0.04,1.413716694,33.79350793,104.8985022,0.177408954,1.709170037
-0.04,1.413716694,36.70463777,155.3957391,0.060434339,1.354914916
-0.04,1.413716694,37.95544747,150.6113078,-0.017865795,1.426413994
-0.04,1.413716694,39.62684132,156.0310453,-0.107362514,1.45023853
-0.04,1.413716694,42.12045727,169.932349,-0.28056873,1.463849414
-0.04,1.413716694,43.53025579,171.0682428,-0.343765613,1.558903505
-0.04,1.413716694,44.62060371,176.6176784,-0.328584629,1.64595985
-0.04,1.413716694,45.83865003,177.5711537,-0.381826829,1.749814958
-0.04,1.413716694,46.4329739,179.7085627,-0.341104415,1.849632703
-0.04,1.413716694,47.6842671,183.0590543,-0.414588007,1.962987108
-0.04,1.413716694,48.05791104,166.4706462,-0.528586184,2.284218562
-0.04,1.413716694,47.96819202,139.7002456,-0.810912942,2.812039729
-0.04,1.413716694,48.76387523,133.2462041,-1.104770781,3.218808794
-0.04,1.413716694,48.96280818,119.1403645,-1.487334418,3.947129611
-0.04,1.413716694,49.70820128,123.4848364,-1.586217587,4.099325628
-0.04,1.413716694,50.04897057,123.4620401,-1.706050071,4.306888123
-0.04,1.413716694,50.085986,126.6249665,-1.644128338,4.178874022
-0.04,1.413716694,49.73195784,123.0603044,-1.683473609,4.222344431
-0.04,1.413716694,49.38477122,121.4145609,-1.672181472,4.184094625
-0.04,1.413716694,48.48988101,114.0581955,-1.679655806,4.20262143
-0.04,1.413716694,47.80193093,110.5892312,-1.637713599,4.123989409
-0.04,1.413716694,47.048338,106.172957,-1.619948854,4.083503659
-0.04,1.413716694,45.8968246,97.68401503,-1.627066472,4.11244454
-0.04,1.413716694,44.74869407,89.99893453,-1.626167356,4.127141754
-0.04,1.413716694,43.46285509,81.5619121,-1.6280719,4.162995083
-0.04,1.413716694,42.3241095,74.9070799,-1.630333017,4.187273217
-0.04,1.413716694,41.20818657,69.10677544,-1.617484116,4.189891342
-0.04,1.413716694,39.92949427,62.09691039,-1.625027931,4.25392681
-0.04,1.413716694,38.42026509,53.91861722,-1.635273973,4.37506724
-0.04,1.413716694,37.27846076,48.66571407,-1.6599263,4.469620748
-0.04,1.413716694,36.14433885,44.06635408,-1.660814364,4.524142212
-0.04,1.413716694,34.94871248,39.2604112,-1.671112265,4.603950233
-0.04,1.413716694,33.51156765,33.31157153,-1.692641831,4.761720385
-0.04,1.413716694,32.40765695,29.45813119,-1.719518299,4.819618092
-0.04,1.413716694,31.33504216,26.15252622,-1.713343955,4.78468639
-0.04,1.413716694,30.22367229,22.79914029,-1.710758885,4.74912633
-0.04,1.413716694,28.96511824,18.9200589,-1.736224275,4.80187907
-0.04,1.413716694,28.0512243,16.94685175,-1.69649586,4.608194229
-0.04,1.413716694,27.16650518,15.22394174,-1.647421264,4.388886359
-0.04,1.413716694,26.33489422,13.91861037,-1.562452459,4.10490703
-0.04,1.413716694,25.48184596,12.68563766,-1.454309267,3.822588473
-0.04,1.413716694,24.56479142,11.29667942,-1.335911863,3.60820001
-0.04,1.413716694,23.6367568,9.441438361,-1.377690405,3.714765776
-0.04,1.413716694,22.82521109,8.010148227,-1.414676704,3.970537044
-0.04,1.413716694,22.02737854,6.629288153,-1.504001063,4.620351477
-0.04,1.413716694,21.22565475,5.399706792,-1.658046223,5.861689228
-0.04,1.413716694,20.37930495,4.291525751,-1.896119006,8.092200863
-0.04,1.413716694,19.57135773,3.429189866,-2.247656516,11.25101508
-0.04,1.413716694,18.84909873,3.008567921,-2.23884011,11.96218038
-0.04,1.413716694,18.05500809,2.586648809,-2.022199836,10.28674832
-0.04,1.413716694,17.23455599,2.311869564,-1.61709357,7.141908917
-0.04,1.413716694,16.35217212,2.067014365,-1.328352022,5.614791388
-0.04,1.413716694,15.43410522,1.87237499,-1.131254069,7.092625533
-0.04,1.413716694,14.43687814,1.608426306,-0.78664619,13.08516319
-0.04,1.413716694,13.43569158,1.580825872,0.624990452,16.93524146
-0.04,1.413716694,12.28147693,1.66761279,2.401052436,25.13423871
-0.04,1.413716694,11.13152005,1.948995424,3.696829821,33.03098606
-0.04,1.413716694,9.755997458,2.382846136,5.00681769,40.36738957
-0.04,1.413716694,8.16025159,3.165266079,5.686215555,42.51237793
-0.04,1.413716694,6.112111177,4.913726342,5.313442509,35.2097427
-0.04,1.413716694,3.81296122,9.859977426,3.648684028,17.99491341
-0.04,1.413716694,11.18379701,1.84249361,7.445529863,62.98398748
-0.04,1.413716694,12.10547822,1.583439952,7.78757319,68.50711122
-0.04,1.413716694,12.62044757,1.502310257,7.889934303,70.33001067
-0.04,1.413716694,13.00395863,1.471820701,7.909301757,70.75240538
-0.04,1.413716694,13.32813567,1.462890397,7.883140218,70.37544117
-0.04,1.413716694,13.62256024,1.46405765,7.827889733,69.47918616
-0.04,1.413716694,13.90209452,1.469552845,7.752258834,68.22158129
-0.04,1.413716694,14.17498816,1.475911176,7.661990154,66.71060723
-0.04,1.413716694,14.44623859,1.480803367,7.560864416,65.02103176
-0.04,1.413716694,14.71768997,1.483063501,7.450531534,63.19316532
-0.04,1.413716694,14.99215277,1.481127831,7.333173805,61.27192786
-0.04,1.413716694,15.27027667,1.474233373,7.209665256,59.28071627
-0.04,1.413716694,15.55233525,1.461773071,7.08067745,57.23853964
-0.04,1.413716694,15.83791389,1.44377146,6.944832337,55.13463343
-0.04,1.413716694,16.12701014,1.419900324,6.802198373,52.97860281
-0.04,1.413716694,16.41985691,1.389762034,6.653374008,50.78444058
-0.04,1.413716694,16.71546267,1.35388756,6.496161625,48.53230715
-0.04,1.413716694,17.0231452,1.307978178,6.337862996,46.32189225
-0.04,1.413716694,18.25353366,2.407358337,1.867836758,8.231842404
-0.04,1.413716694,20.92580197,10.04627559,0.254150292,1.537978134
-0.04,1.413716694,23.09927037,28.69576919,0.614459449,2.031250123
-0.04,1.413716694,23.03939469,37.06542011,0.929792226,2.410014756
-0.04,1.413716694,24.85823518,37.57690057,0.667459434,2.237888971
-0.04,1.413716694,25.19162859,50.04961876,0.794806184,2.188220368
-0.04,1.413716694,26.74688208,60.00384242,0.586484463,1.826119844
-0.04,1.413716694,27.43019165,71.26479171,0.628090858,1.888797368
-0.04,1.413716694,31.0302311,88.98899128,0.200662064,1.446020493
-0.04,1.413716694,30.96365496,95.92765002,0.362497958,1.642838777
-0.04,1.413716694,32.21877586,94.64931029,0.331397556,1.865409617
-0.04,1.413716694,33.79350793,104.8985022,0.177408954,1.709170037
-0.04,1.413716694,36.70463777,155.3957391,0.060434339,1.354914916
-0.04,1.413716694,37.95544747,150.6113078,-0.017865795,1.426413994
-0.04,1.413716694,39.62684132,156.0310453,-0.107362514,1.45023853
-0.04,1.413716694,42.12045727,169.932349,-0.28056873,1.463849414
-0.04,1.413716694,43.53025579,171.0682428,-0.343765613,1.558903505
-0.04,1.413716694,44.62060371,176.6176784,-0.328584629,1.64595985
-0.04,1.413716694,45.83865003,177.5711537,-0.381826829,1.749814958
-0.04,1.413716694,46.4329739,179.7085627,-0.341104415,1.849632703
-0.04,1.413716694,47.6842671,183.0590543,-0.414588007,1.962987108
-0.04,1.413716694,48.05791104,166.4706462,-0.528586184,2.284218562
-0.04,1.413716694,47.96819202,139.7002456,-0.810912942,2.812039729
-0.04,1.413716694,48.76387523,133.2462041,-1.104770781,3.218808794
-0.04,1.413716694,48.96280818,119.1403645,-1.487334418,3.947129611
-0.04,1.413716694,49.70820128,123.4848364,-1.586217587,4.099325628
-0.04,1.413716694,50.04897057,123.4620401,-1.706050071,4.306888123
-0.04,1.413716694,50.085986,126.6249665,-1.644128338,4.178874022
-0.04,1.413716694,49.73195784,123.0603044,-1.683473609,4.222344431
-0.04,1.413716694,49.38477122,121.4145609,-1.672181472,4.184094625
-0.04,1.413716694,48.48988101,114.0581955,-1.679655806,4.20262143
-0.04,1.413716694,47.80193093,110.5892312,-1.637713599,4.123989409
-0.04,1.413716694,47.048338,106.172957,-1.619948854,4.083503659
-0.04,1.413716694,45.8968246,97.68401503,-1.627066472,4.11244454
-0.04,1.413716694,44.74869407,89.99893453,-1.626167356,4.127141754
-0.04,1.413716694,43.46285509,81.5619121,-1.6280719,4.162995083
-0.04,1.413716694,42.3241095,74.9070799,-1.630333017,4.187273217
-0.03,1.413716694,42.55830948,76.70935085,-1.62211092,4.176073533
-0.03,1.413716694,41.31233343,69.43946668,-1.632881927,4.225398139
-0.03,1.413716694,40.03818423,62.53373333,-1.637627055,4.278921595
-0.03,1.413716694,38.50944619,54.25863486,-1.645343933,4.39091093
-0.03,1.413716694,37.35006619,48.89945173,-1.668206313,4.480408381
-0.03,1.413716694,36.15907095,43.84442677,-1.677191274,4.555829381
-0.03,1.413716694,34.9683549,39.099204,-1.685021537,4.627749364
-0.03,1.413716694,33.4969733,32.94186454,-1.711943632,4.802423976
-0.03,1.413716694,32.4015481,29.19099224,-1.733518114,4.852039633
-0.03,1.413716694,31.32512787,25.8894536,-1.727437416,4.822159623
-0.03,1.413716694,30.2068626,22.53005088,-1.726772647,4.79528668
-0.03,1.413716694,28.94804557,18.70446877,-1.751667865,4.848606859
-0.03,1.413716694,28.04874583,16.84280928,-1.706100286,4.639376932
-0.03,1.413716694,27.1473752,15.07488834,-1.660729664,4.430233015
-0.03,1.413716694,26.30626093,13.76077755,-1.578361065,4.147904524
-0.03,1.413716694,25.45998103,12.63950054,-1.456773507,3.833428234
-0.03,1.413716694,24.54150974,11.36528252,-1.316854393,3.577492814
-0.03,1.413716694,23.59494687,9.472361213,-1.369903388,3.67683801
-0.03,1.413716694,22.77726238,8.053255581,-1.40489919,3.90505904
-0.03,1.413716694,21.97090237,6.620845699,-1.503963265,4.568538278
-0.03,1.413716694,21.1694303,5.368142219,-1.672866496,5.860715375
-0.03,1.413716694,20.33542971,4.278692985,-1.9325534,8.206287332
-0.03,1.413716694,19.52247883,3.404007378,-2.341169655,11.88750424
-0.03,1.413716694,18.81115237,3.006457351,-2.37458425,13.12970192
-0.03,1.413716694,18.0017819,2.549026306,-2.192019118,11.78955074
-0.03,1.413716694,17.17671789,2.272958908,-1.713059652,7.987445819
-0.03,1.413716694,16.27806336,2.016609396,-1.357073477,5.889592362
-0.03,1.413716694,15.35730866,1.867261057,-1.079863594,6.936633863
-0.03,1.413716694,14.3333696,1.596140837,-0.774801471,13.81474318
-0.03,1.413716694,13.32752389,1.579160398,0.629612915,18.27173211
-0.03,1.413716694,12.17285019,1.705376707,2.44438286,24.89375274
-0.03,1.413716694,10.93909879,1.982569052,3.803895281,34.34300677
-0.03,1.413716694,9.493795443,2.462279107,5.113686282,41.07988613
-0.03,1.413716694,7.775939567,3.353817361,5.690584486,42.29880329
-0.03,1.413716694,5.491222471,5.368137392,5.296552096,34.59145764
-0.03,1.413716694,2.743014958,11.23682093,3.686590288,17.82387901
-0.03,1.413716694,10.93729998,1.935987738,7.360604939,61.68400433
-0.03,1.413716694,11.97924535,1.618061599,7.768576444,68.17152491
-0.03,1.413716694,12.52832714,1.523207122,7.886900957,70.26193289
-0.03,1.413716694,12.92911288,1.486379587,7.914249104,70.82618156
-0.03,1.413716694,13.26383476,1.47387522,7.892717946,70.53385272
-0.03,1.413716694,13.56554,1.472837567,7.840024815,69.68577301
-0.03,1.413716694,13.85051313,1.476952658,7.765610644,68.45109285
-0.03,1.413716694,14.12781781,1.482471592,7.675595278,66.94444739
-0.03,1.413716694,14.40300325,1.486897758,7.573918375,65.24407519
-0.03,1.413716694,14.67808145,1.489022439,7.462305364,63.39222837
-0.03,1.413716694,14.95622336,1.487119933,7.343351447,61.44054262
-0.03,1.413716694,15.23814682,1.480432114,7.217804641,59.41148729
-0.03,1.413716694,15.52424625,1.46827864,7.086537858,57.32755007
-0.03,1.413716694,15.81413257,1.45067053,6.94814704,55.1783754
-0.03,1.413716694,16.10791625,1.427187294,6.802948383,52.97737241
-0.03,1.413716694,16.40576442,1.397458292,6.651370147,50.73702425
-0.03,1.413716694,16.70660394,1.362030076,6.491148406,48.43737199
-0.03,1.413716694,17.05433184,1.304285933,6.329806727,46.27530004
-0.03,1.413716694,18.71274987,3.440348241,1.051277613,3.850813599
-0.03,1.413716694,22.03224063,19.05604385,0.6543049,2.577089469
-0.03,1.413716694,22.75462851,30.19731694,0.77117131,2.226520471
-0.03,1.413716694,23.22356736,37.7138071,0.849131827,2.205756993
-0.03,1.413716694,24.17129655,43.22107779,0.993835924,2.726409804
-0.03,1.413716694,25.47227682,55.78345728,0.795015304,2.175750876
-0.03,1.413716694,26.32041683,64.83368137,0.787473278,2.131204506
-0.03,1.413716694,28.09314711,73.67239353,0.600181381,1.961456865
-0.03,1.413716694,29.87116983,91.13620432,0.378998596,1.529959489
-0.03,1.413716694,32.4605331,120.2579285,0.236759443,1.402516071
-0.03,1.413716694,32.63626595,99.89590372,0.275820042,1.781131149
-0.03,1.413716694,34.27406032,119.2330834,0.195742789,1.561308821
-0.03,1.413716694,37.24288976,156.9590663,0.015096316,1.362847804
-0.03,1.413716694,38.44951905,155.7437522,-0.028116689,1.433315572
-0.03,1.413716694,40.1306333,163.5571795,-0.109472041,1.454229918
-0.03,1.413716694,42.33081699,174.2677104,-0.224396042,1.511816996
-0.03,1.413716694,44.3678654,184.2509311,-0.340471825,1.545439383
-0.03,1.413716694,44.88294678,183.8620216,-0.285823364,1.637152901
-0.03,1.413716694,46.493567,187.060237,-0.368072729,1.761327481
-0.03,1.413716694,47.37533369,190.9262121,-0.376288934,1.834208394
-0.03,1.413716694,48.10055611,187.58046,-0.409892638,1.989028675
-0.03,1.413716694,48.61679387,174.158313,-0.522308858,2.270318587
-0.03,1.413716694,48.8961495,152.0335876,-0.775552245,2.775823408
-0.03,1.413716694,49.34863461,137.7931361,-1.122681914,3.27239251
-0.03,1.413716694,49.28807249,121.3322821,-1.491853525,3.977142931
-0.03,1.413716694,50.34141573,129.7043324,-1.571975233,4.069638666
-0.03,1.413716694,50.62416194,128.5562085,-1.7055305,4.305480996
-0.03,1.413716694,50.49642914,129.0924366,-1.676825496,4.238496052
-0.03,1.413716694,50.13553574,126.928197,-1.668093416,4.2073792
-0.03,1.413716694,49.82014795,125.563656,-1.660750083,4.168389372
-0.03,1.413716694,48.9015845,117.4146017,-1.684036063,4.214162437
-0.03,1.413716694,48.00955363,111.3121263,-1.664881349,4.182858444
-0.03,1.413716694,47.30567385,107.9566225,-1.626932908,4.105721493
-0.03,1.413716694,46.26765421,100.9844423,-1.61538433,4.095536993
-0.03,1.413716694,44.96112359,91.28484683,-1.636105952,4.153599618
-0.03,1.413716694,43.56404013,81.7033453,-1.647661161,4.212198482
-0.03,1.413716694,42.55830948,76.70935085,-1.62211092,4.176073533
-0.03,1.413716694,41.31233343,69.43946668,-1.632881927,4.225398139
-0.03,1.413716694,40.03818423,62.53373333,-1.637627055,4.278921595
-0.03,1.413716694,38.50944619,54.25863486,-1.645343933,4.39091093
-0.03,1.413716694,37.35006619,48.89945173,-1.668206313,4.480408381
-0.03,1.413716694,36.15907095,43.84442677,-1.677191274,4.555829381
-0.03,1.413716694,34.9683549,39.099204,-1.685021537,4.627749364
-0.03,1.413716694,33.4969733,32.94186454,-1.711943632,4.802423976
-0.03,1.413716694,32.4015481,29.19099224,-1.733518114,4.852039633
-0.03,1.413716694,31.32512787,25.8894536,-1.727437416,4.822159623
-0.03,1.413716694,30.2068626,22.53005088,-1.726772647,4.79528668
-0.03,1.413716694,28.94804557,18.70446877,-1.751667865,4.848606859
-0.03,1.413716694,28.04874583,16.84280928,-1.706100286,4.639376932
-0.03,1.413716694,27.1473752,15.07488834,-1.660729664,4.430233015
-0.03,1.413716694,26.30626093,13.76077755,-1.578361065,4.147904524
-0.03,1.413716694,25.45998103,12.63950054,-1.456773507,3.833428234
-0.03,1.413716694,24.54150974,11.36528252,-1.316854393,3.577492815
-0.03,1.413716694,23.59494687,9.472361213,-1.369903388,3.67683801
-0.03,1.413716694,22.77726238,8.053255583,-1.40489919,3.905059039
-0.03,1.413716694,21.97090237,6.620845698,-1.503963265,4.568538279
-0.03,1.413716694,21.1694303,5.368142218,-1.672866496,5.860715375
-0.03,1.413716694,20.33542971,4.278692985,-1.9325534,8.206287331
-0.03,1.413716694,19.52247883,3.404007376,-2.341169657,11.88750426
-0.03,1.413716694,18.81115237,3.00645735,-2.37458425,13.12970192
-0.03,1.413716694,18.0017819,2.549026306,-2.192019118,11.78955074
-0.03,1.413716694,17.17671789,2.272958906,-1.713059653,7.987445826
-0.03,1.413716694,16.27806336,2.01660939,-1.357073471,5.889592363
-0.03,1.413716694,15.35730866,1.867261059,-1.079863595,6.936633855
-0.03,1.413716694,14.3333696,1.596140838,-0.774801471,13.81474317
-0.03,1.413716694,13.3275239,1.579160407,0.6296129,18.27173188
-0.03,1.413716694,12.17285016,1.705376666,2.444383016,24.89375419
-0.03,1.413716694,10.93909879,1.982569052,3.80389528,34.34300677
-0.03,1.413716694,9.493795443,2.462279107,5.113686282,41.07988613
-0.03,1.413716694,7.775939567,3.353817361,5.690584486,42.29880329
-0.03,1.413716694,5.491222471,5.368137392,5.296552096,34.59145764
-0.03,1.413716694,2.743014958,11.23682093,3.686590288,17.82387901
-0.03,1.413716694,10.93729998,1.935987738,7.360604939,61.68400433
-0.03,1.413716694,11.97924535,1.618061599,7.768576444,68.17152491
-0.03,1.413716694,12.52832714,1.523207122,7.886900957,70.26193289
-0.03,1.413716694,12.92911288,1.486379587,7.914249104,70.82618156
-0.03,1.413716694,13.26383476,1.47387522,7.892717946,70.53385272
-0.03,1.413716694,13.56554,1.472837567,7.840024815,69.68577301
-0.03,1.413716694,13.85051313,1.476952658,7.765610644,68.45109285
-0.03,1.413716694,14.12781781,1.482471592,7.675595278,66.94444739
-0.03,1.413716694,14.40300325,1.486897758,7.573918375,65.24407519
-0.03,1.413716694,14.67808145,1.489022439,7.462305364,63.39222837
-0.03,1.413716694,14.95622336,1.487119933,7.343351447,61.44054262
-0.03,1.413716694,15.23814682,1.480432114,7.217804641,59.41148729
-0.03,1.413716694,15.52424625,1.46827864,7.086537858,57.32755007
-0.03,1.413716694,15.81413257,1.45067053,6.94814704,55.1783754
-0.03,1.413716694,16.10791625,1.427187294,6.802948383,52.97737241
-0.03,1.413716694,16.40576442,1.397458292,6.651370147,50.73702425
-0.03,1.413716694,16.70660394,1.362030076,6.491148406,48.43737199
-0.03,1.413716694,17.05433184,1.304285933,6.329806727,46.27530004
-0.03,1.413716694,18.71274987,3.440348241,1.051277613,3.850813599
-0.03,1.413716694,22.03224063,19.05604385,0.6543049,2.577089469
-0.03,1.413716694,22.75462851,30.19731694,0.77117131,2.226520471
-0.03,1.413716694,23.22356736,37.7138071,0.849131827,2.205756993
-0.03,1.413716694,24.17129655,43.22107779,0.993835924,2.726409804
-0.03,1.413716694,25.47227682,55.78345728,0.795015304,2.175750876
-0.03,1.413716694,26.32041683,64.83368137,0.787473278,2.131204506
-0.03,1.413716694,28.09314711,73.67239353,0.600181381,1.961456865
-0.03,1.413716694,29.87116983,91.13620432,0.378998596,1.529959489
-0.03,1.413716694,32.4605331,120.2579285,0.236759443,1.402516071
-0.03,1.413716694,32.63626595,99.89590372,0.275820042,1.781131149
-0.03,1.413716694,34.27406032,119.2330834,0.195742789,1.561308821
-0.03,1.413716694,37.24288976,156.9590663,0.015096316,1.362847804
-0.03,1.413716694,38.44951905,155.7437522,-0.028116689,1.433315572
-0.03,1.413716694,40.1306333,163.5571795,-0.109472041,1.454229918
-0.03,1.413716694,42.33081699,174.2677104,-0.224396042,1.511816996
-0.03,1.413716694,44.3678654,184.2509311,-0.340471825,1.545439383
-0.03,1.413716694,44.88294678,183.8620216,-0.285823364,1.637152901
-0.03,1.413716694,46.493567,187.060237,-0.368072729,1.761327481
-0.03,1.413716694,47.37533369,190.9262121,-0.376288934,1.834208394
-0.03,1.413716694,48.10055611,187.58046,-0.409892638,1.989028675
-0.03,1.413716694,48.61679387,174.158313,-0.522308858,2.270318587
-0.03,1.413716694,48.8961495,152.0335876,-0.775552245,2.775823408
-0.03,1.413716694,49.34863461,137.7931361,-1.122681914,3.27239251
-0.03,1.413716694,49.28807249,121.3322821,-1.491853525,3.977142931
-0.03,1.413716694,50.34141573,129.7043324,-1.571975233,4.069638666
-0.03,1.413716694,50.62416194,128.5562085,-1.7055305,4.305480996
-0.03,1.413716694,50.49642914,129.0924366,-1.676825496,4.238496052
-0.03,1.413716694,50.13553574,126.928197,-1.668093416,4.2073792
-0.03,1.413716694,49.82014795,125.563656,-1.660750083,4.168389372
-0.03,1.413716694,48.9015845,117.4146017,-1.684036063,4.214162437
-0.03,1.413716694,48.00955363,111.3121263,-1.664881349,4.182858444
-0.03,1.413716694,47.30567385,107.9566225,-1.626932908,4.105721493
-0.03,1.413716694,46.26765421,100.9844423,-1.61538433,4.095536993
-0.03,1.413716694,44.96112359,91.28484683,-1.636105952,4.153599618
-0.03,1.413716694,43.56404013,81.7033453,-1.647661161,4.212198482
-0.03,1.413716694,42.55830948,76.70935085,-1.62211092,4.176073533
-0.02,1.413716694,42.68665331,77.17639303,-1.63891241,4.214888574
-0.02,1.413716694,41.38924413,69.4640357,-1.653456892,4.273797879
-0.02,1.413716694,40.14981892,62.9999581,-1.649176274,4.304068325
-0.02,1.413716694,38.60668029,54.62933208,-1.656890155,4.410271562
-0.02,1.413716694,37.39198653,48.84482271,-1.684236073,4.512008321
-0.02,1.413716694,36.21076753,43.93138785,-1.685945026,4.568662999
-0.02,1.413716694,34.97289583,38.82413508,-1.701893782,4.662285919
-0.02,1.413716694,33.49719089,32.66778698,-1.729718136,4.837482087
-0.02,1.413716694,32.40115483,28.96476554,-1.746171759,4.880941152
-0.02,1.413716694,31.3123139,25.6110032,-1.742207616,4.862271869
-0.02,1.413716694,30.19245231,22.27150815,-1.742867364,4.841415058
-0.02,1.413716694,28.92061137,18.43498924,-1.769699285,4.904641301
-0.02,1.413716694,28.03997688,16.69367552,-1.719476436,4.68058539
-0.02,1.413716694,27.15253207,15.03923294,-1.664717635,4.450820852
-0.02,1.413716694,26.28945398,13.65223126,-1.589049927,4.182799777
-0.02,1.413716694,25.43364179,12.55863537,-1.461049043,3.851616378
-0.02,1.413716694,24.49749854,11.34690169,-1.298459761,3.560133112
-0.02,1.413716694,23.55581425,9.526482514,-1.35564893,3.63152519
-0.02,1.413716694,22.730498,8.119360228,-1.391876906,3.827533661
-0.02,1.413716694,21.91662355,6.635837114,-1.497849592,4.490862892
-0.02,1.413716694,21.11549246,5.350295247,-1.681079922,5.821377316
-0.02,1.413716694,20.29488921,4.272644591,-1.963821125,8.256814411
-0.02,1.413716694,19.48144821,3.40324153,-2.40780212,12.3253503
-0.02,1.413716694,18.77666296,3.004683912,-2.524826388,14.37439775
-0.02,1.413716694,17.95481106,2.519343237,-2.390055364,13.57490593
-0.02,1.413716694,17.12253088,2.232514383,-1.840312753,9.105549782
-0.02,1.413716694,16.21129715,1.970203116,-1.397206959,6.277381111
-0.02,1.413716694,15.28474305,1.855096629,-1.033144185,6.808984729
-0.02,1.413716694,14.23696501,1.59032762,-0.746486083,14.30469184
-0.02,1.413716694,13.2236832,1.582701419,0.600448024,19.73687468
-0.02,1.413716694,12.05728891,1.723004558,2.543198717,25.34673895
-0.02,1.413716694,10.76190812,2.028622435,3.846053267,35.10689562
-0.02,1.413716694,9.242265254,2.535446244,5.240367911,41.8430676
-0.02,1.413716694,7.397785754,3.540800808,5.709193831,42.20018403
-0.02,1.413716694,4.856497633,5.857073087,5.277248507,34.02404159
-0.02,1.413716694,1.565801587,12.94580851,3.695096724,17.49504377
-0.02,1.413716694,10.65565941,2.050774022,7.253625432,60.09171623
-0.02,1.413716694,11.84864742,1.654968058,7.748126172,67.81216161
-0.02,1.413716694,12.4346048,1.544952851,7.883610335,70.18799758
-0.02,1.413716694,12.85350415,1.501346713,7.919359161,70.90127749
-0.02,1.413716694,13.19921588,1.485007803,7.902814274,70.70029746
-0.02,1.413716694,13.50839368,1.481617401,7.852970366,69.90535181
-0.02,1.413716694,13.798883,1.484233564,7.780021012,68.69830661
-0.02,1.413716694,14.08058623,1.48882536,7.690466735,67.19979264
-0.02,1.413716694,14.3596311,1.492714122,7.588433834,65.49201882
-0.02,1.413716694,14.63824212,1.494635543,7.475724672,63.61923934
-0.02,1.413716694,14.9199115,1.492721426,7.355317102,61.63934469
-0.02,1.413716694,15.20547135,1.486168114,7.228035372,59.57681757
-0.02,1.413716694,15.4954433,1.474327442,7.094423145,57.4500424
-0.02,1.413716694,15.78946921,1.45709612,6.953565342,55.25644831
-0.02,1.413716694,16.0877724,1.433984133,6.805939189,53.01181467
-0.02,1.413716694,16.39047941,1.404674866,6.651587304,50.72472291
-0.02,1.413716694,16.6967747,1.369527443,6.488759961,48.38201189
-0.02,1.413716694,17.18009461,1.328238648,5.89076427,42.32283955
-0.02,1.413716694,19.22802264,4.803169914,0.595895134,2.187753432
-0.02,1.413716694,22.48167362,23.20649138,0.706326614,2.545969561
-0.02,1.413716694,22.89503156,32.53322304,0.75438928,2.124419925
-0.02,1.413716694,23.24353486,40.75834576,0.93321757,2.357552239
-0.02,1.413716694,24.13677477,47.19762203,0.989997539,2.521518373
-0.02,1.413716694,25.23142085,50.81889513,0.820635074,2.255312543
-0.02,1.413716694,27.29408121,68.15619322,0.60769392,1.932615748
